x-4 	z0	12	13.669	13.66	41.0534
x-4 	z0	6	6.983	6.96	25.8605
x-4 	z0	8	8.892	8.85	35.7566
x-4 	z0	15	16.292	16.26	43.2547
x-4 	z-12	12	13.674	13.66	33.207
x-4 	z-12	8	8.903	8.85	40.6604
x-4 	z-12	15	16.297	16.26	24.9342
x-4 	z-12	6	7.007	6.99	29.077
x-8 	z+12	12	13.671	13.65	39.9348
x-8 	z+12	6	6.974	6.96	45.3398
x-8 	z+12	8	8.887	8.85	33.0594
x-8 	z+12	15	16.34	16.3	65.4715
x-8 	z0	12	13.677	13.66	52.9949
x-8 	z0	6	6.972	6.95	21.0812
x-8 	z0	8	8.888	8.85	29.863
x-8 	z0	15	16.335	16.32	58.9363
x-8 	z-12	12	13.673	13.65	46.169
x-8 	z-12	15	16.308	16.3	54.1411
x-8 	z-12	8	8.883	8.85	82.8661
x-8 	z-12	6	6.979	6.96	14.1008
x-0 	z+0	0	16.23	16.23	0
x-0 	z+0	0	8.85	8.85	0
x-0 	z+0	0	8.85	8.85	0
x-0 	z+0	0	16.23	16.23	0
x-0 	z+0	0	8.85	8.85	0
x-0 	z+0	0	8.928	8.85	17.4811
x-0 	z+0	0	16.23	16.23	0
x-0 	z+0	0	8.85	8.85	0
x-0 	z+0	0	16.23	16.23	0
x-0 	z+0	0	8.85	8.85	0
x-0 	z+0	0	8.928	8.85	17.4811
x-0 	z+0	0	16.23	16.23	0
x-0 	z+0	0	8.85	8.85	0
x-0 	z+0	0	8.943	8.85	4.61225
x-0 	z+0	0	16.23	16.23	0
x-0 	z+0	0	8.85	8.85	0
x-0 	z+0	0	8.943	8.85	4.61225
x-0 	z+0	0	16.23	16.23	0
x-0 	z+0	0	8.85	8.85	0
x-0 	z+0	0	8.943	8.85	4.61225
x-0 	z+0	0	16.285	16.23	10.1364
x-0 	z+0	0	8.866	8.85	360.754
x-0 	z+0	0	8.947	8.85	21.6977
x-0 	z+0	0	16.29	16.23	29.8247
x-0 	z+0	0	8.866	8.85	360.754
x-0 	z+0	0	8.947	8.85	21.6977
x-0 	z+0	0	16.29	16.23	52.7119
x-0 	z+0	0	8.866	8.85	360.754
x-0 	z+0	0	8.947	8.85	21.6977
x-0 	z+0	0	16.29	16.23	52.7119
x-0 	z+0	0	8.866	8.85	360.754
x-0 	z+0	0	8.947	8.85	21.6977
x-0 	z+0	0	16.29	16.23	52.7119
x-0 	z+0	0	8.866	8.85	360.754
x-0 	z+0	0	7.294	7.25	36.0568
x-0 	z+0	0	16.29	16.23	52.7119
x-0 	z+0	0	8.866	8.85	360.754
x-0 	z+0	0	7.296	7.25	221.952
x-0 	z+0	0	16.29	16.23	50.7335
x-0 	z+0	0	8.866	8.85	360.754
x-0 	z+0	0	7.296	7.25	220.547
x-0 	z+0	0	16.29	16.23	52.7119
x-0 	z+0	0	8.866	8.85	360.754
x-0 	z+0	0	7.296	7.25	221.952
x-0 	z+0	0	16.29	16.23	52.7119
x-0 	z+0	0	8.866	8.85	360.754
x-0 	z+0	0	7.296	7.25	221.952
x-0 	z+0	15	16.29	16.23	52.7119
x-0 	z+0	8	8.866	8.85	360.754
x-0 	z+0	6	7.296	7.25	221.952
x-0 	z+0	8	8.9	8.9	0
x-0 	z+0	8	8.9	8.9	0
x-0 	z+0	15	16.29	16.23	52.7119
x-0 	z+0	8	8.866	8.85	360.754
x-0 	z+0	6	7.296	7.25	221.952
x-0 	z+0	15	16.29	16.23	52.7119
x-0 	z+0	8	8.866	8.85	360.754
x-0 	z+0	6	7.296	7.25	221.952
x-0 	z+0	15	16.29	16.23	52.7119
x-0 	z+0	8	8.866	8.85	360.754
x-0 	z+0	6	7.296	7.25	221.952
x-0 	z+0	8	8.992	8.9	256.089
x-0 	z+0	8	8.992	8.9	184.87
x-0 	z+0	15	16.29	16.23	52.7119
x-0 	z+0	8	8.866	8.85	360.754
x-0 	z+0	6	7.296	7.25	221.952
x-0 	z+0	8	8.855	8.85	155.483
x-0 	z+0	8	8.85	8.85	66.244
x-0 	z+0	15	16.29	16.23	52.7119
x-0 	z+0	8	8.866	8.85	360.754
x-0 	z+0	6	7.296	7.25	221.952
x-0 	z+0	8	8.857	8.85	558.604
x-0 	z+0	8	8.85	8.85	122.442
x-0 	z+0	15	16.29	16.23	52.7119
x-0 	z+0	8	8.866	8.85	360.754
x-0 	z+0	6	7.296	7.25	221.952
x-0 	z+0	8	8.996	8.9	5505.54
x-0 	z+0	8	8.999	8.9	2423.48
x-0 	z+0	15	16.29	16.23	52.7119
x-0 	z+0	8	8.866	8.85	360.754
x-0 	z+0	6	7.296	7.25	221.952
x-0 	z+0	8	8.948	8.9	11066.5
x-0 	z+0	8	8.949	8.9	5167.18
x-0 	z+0	15	16.29	16.23	52.7119
x-0 	z+0	8	8.866	8.85	360.754
x-0 	z+0	6	7.296	7.25	221.952
x-0 	z+0	8	8.857	8.8	558.604
x-0 	z+0	8	8.846	8.8	79.5812
x-0 	z+0	15	16.29	16.23	52.7119
x-0 	z+0	8	8.866	8.85	360.754
x-0 	z+0	6	7.296	7.25	221.952
x-0 	z+0	8	8.857	8.8	567.039
x-0 	z+0	8	8.846	8.8	86.6718
x-0 	z+0	15	16.29	16.23	52.7119
x-0 	z+0	8	8.866	8.85	360.754
x-0 	z+0	6	7.296	7.25	221.952
x-0 	z+0	8	8.857	8.8	536.797
x-0 	z+0	8	8.846	8.8	83.4073
x-0 	z+0	15	16.29	16.23	52.7119
x-0 	z+0	8	8.866	8.85	360.754
x-0 	z+0	6	7.296	7.25	221.952
x-0 	z+0	8	8.855	8.8	270.187
x-0 	z+0	8	8.846	8.8	68.0379
x-0 	z+0	15	16.29	16.23	52.7119
x-0 	z+0	8	8.866	8.85	360.754
x-0 	z+0	6	7.296	7.25	221.952
x-0 	z+0	8	8.857	8.8	567.039
x-0 	z+0	8	8.846	8.8	86.6718
x-0 	z+0	15	16.29	16.23	52.7119
x-0 	z+0	8	8.866	8.85	360.754
x-0 	z+0	6	7.296	7.25	221.952
x-0 	z+0	8	8.857	8.8	610.681
x-0 	z+0	8	8.846	8.8	86.0375
